Classification,Order,Family,Temperament,Level,Diet,PH,GH,Temp,Size,Continent
-0.25594383229329815,-0.8904624297406816,-1.0266434549705437,-0.3233665625991378,-1.3701071429299043,0.10781643235291985,-1.1821517519910876,0.29000467617769116,-0.8986414593143279,-0.28752389327016825,-0.9854908662143033
-0.25594383229329815,-0.5888339588214789,-0.9360683445815431,-0.3233665625991378,0.5401002070680203,0.10781643235291985,-0.35229916485198626,-0.7804394427016897,-0.18616114059734734,-0.6792772861997938,0.31676492128316885
-0.25594383229329815,-0.2872054879022762,-0.8454932341925424,-0.3233665625991378,0.5401002070680203,0.10781643235291985,-0.35229916485198626,-0.3790228981219219,-0.18616114059734734,-0.28752389327016825,0.31676492128316885
-0.25594383229329815,0.01442298301692655,-0.7549181238035417,-0.3233665625991378,-0.7333713595972627,0.10781643235291985,-0.35229916485198626,-0.6466339278417671,0.24641619576653492,-0.0866247174088218,0.31676492128316885
-0.25594383229329815,-0.8904624297406816,-0.6643430134145412,-0.3233665625991378,-0.7333713595972627,0.10781643235291985,0.47755342228711517,0.02239364645784591,0.5263191781196351,0.11427445845252462,0.31676492128316885
-0.25594383229329815,-0.5888339588214789,-0.9360683445815431,-0.3233665625991378,1.1768359904006618,0.10781643235291985,0.06262712871756447,-0.3790228981219219,-0.18616114059734734,-0.0866247174088218,0.31676492128316885
-0.25594383229329815,-0.5888339588214789,-0.9360683445815431,-0.3233665625991378,0.5401002070680203,0.10781643235291985,0.06262712871756447,0.6914212207574589,0.5263191781196351,-0.0866247174088218,0.31676492128316885
-0.25594383229329815,-0.8904624297406816,-1.0266434549705437,-0.3233665625991378,-1.3701071429299043,0.10781643235291985,0.47755342228711517,0.9590322504773042,-0.03348678658656526,-0.38797348120084146,-0.9854908662143033
-0.25594383229329815,-0.8904624297406816,-1.0266434549705437,-0.3233665625991378,-1.3701071429299043,0.10781643235291985,0.06262712871756447,0.02239364645784591,-0.05893251225502924,-0.187074305339495,-0.9854908662143033
2.8217807510336117,0.31605145393612927,-0.5737679030255405,-0.3233665625991378,-0.7333713595972627,0.10781643235291985,0.8924797158566659,0.02239364645784591,-0.18616114059734734,-0.28752389327016825,0.9678928150319049
2.8217807510336117,0.31605145393612927,-0.4831927926365398,-0.3233665625991378,1.8135717737333032,0.10781643235291985,-2.4269306326997397,-1.048050472421535,1.9003883642166701,-0.5888726570621878,-0.9854908662143033
-0.25594383229329815,0.617679924855332,-0.3926176822475392,2.1455114788323737,0.5401002070680203,0.10781643235291985,1.3074060094262165,0.6914212207574589,-0.18616114059734734,-0.187074305339495,-1.6366187599630393
5.899505334360521,0.9193083957745347,-0.30204257185853856,-0.3233665625991378,1.8135717737333032,0.10781643235291985,0.8924797158566659,-0.24521738326199932,-0.6187384769612277,0.6165223981058907,-1.6366187599630393
-0.25594383229329815,-0.8904624297406816,-1.0266434549705437,-0.3233665625991378,-0.7333713595972627,0.10781643235291985,0.47755342228711517,0.9590322504773042,-0.3897269459450556,-0.28752389327016825,-0.9854908662143033
-0.25594383229329815,-0.8904624297406816,-1.0266434549705437,-0.3233665625991378,-1.3701071429299043,0.10781643235291985,0.47755342228711517,-0.3790228981219219,0.09374184175575284,-0.23729909930483162,-0.9854908662143033
-0.25594383229329815,-0.2872054879022762,-0.8454932341925424,-0.3233665625991378,-0.09663557626462124,0.10781643235291985,0.47755342228711517,-0.3790228981219219,-1.4075559726836004,0.11427445845252462,0.9678928150319049
-0.25594383229329815,-0.2872054879022762,-0.8454932341925424,-0.3233665625991378,0.5401002070680203,0.10781643235291985,0.47755342228711517,0.02239364645784591,-3.0106366897968075,0.11427445845252462,0.9678928150319049
5.899505334360521,1.2209368666937375,-0.21146746146953788,-0.3233665625991378,-1.3701071429299043,0.10781643235291985,1.4733765268540362,2.029476369356685,0.22097047009807094,-0.6893222449928611,0.9678928150319049
-0.25594383229329815,-0.8904624297406816,-1.0266434549705437,-0.3233665625991378,-1.3701071429299043,0.10781643235291985,-0.35229916485198626,0.6914212207574589,-0.05893251225502924,-0.38797348120084146,-0.9854908662143033
-0.25594383229329815,-0.2872054879022762,-0.8454932341925424,-0.3233665625991378,-0.7333713595972627,0.10781643235291985,0.47755342228711517,-1.048050472421535,0.373644824108853,2.625514156719355,0.9678928150319049
-0.25594383229329815,0.01442298301692655,-0.7549181238035417,-0.3233665625991378,-0.7333713595972627,0.10781643235291985,-1.5970780455606384,-1.3156615021413802,1.366028125178934,-0.0866247174088218,-0.9854908662143033
-0.25594383229329815,-0.8904624297406816,-1.0266434549705437,-0.3233665625991378,-1.3701071429299043,0.10781643235291985,0.47755342228711517,0.9590322504773042,-0.18616114059734734,0.11427445845252462,-0.9854908662143033
-0.25594383229329815,1.5225653376129402,-0.12089235108053724,-0.3233665625991378,0.5401002070680203,0.10781643235291985,1.3074060094262165,1.7618653396368398,-0.3642812202765916,0.41562322224454423,1.619020708780641
-0.25594383229329815,-0.8904624297406816,-1.0266434549705437,-0.3233665625991378,-1.3701071429299043,0.10781643235291985,0.06262712871756447,0.02239364645784591,-0.6441842026296918,-0.38797348120084146,-0.9854908662143033
-0.25594383229329815,-0.2872054879022762,-0.8454932341925424,-0.3233665625991378,-0.09663557626462124,0.10781643235291985,0.47755342228711517,0.5576157058975364,-0.4660641229504457,-0.0866247174088218,0.9678928150319049
-0.25594383229329815,-0.5888339588214789,-0.030317240691536594,-0.3233665625991378,0.5401002070680203,0.10781643235291985,-1.1821517519910876,-0.7804394427016897,0.24641619576653492,-0.5888726570621878,-0.9854908662143033
-0.25594383229329815,-0.2872054879022762,-0.8454932341925424,-0.3233665625991378,1.1768359904006618,0.10781643235291985,0.47755342228711517,0.6914212207574589,-1.8910247603844088,-0.0866247174088218,0.9678928150319049
-0.25594383229329815,-0.5888339588214789,0.06025786969746405,-0.3233665625991378,-0.09663557626462124,0.10781643235291985,-0.35229916485198626,0.6914212207574589,0.373644824108853,2.123266217065989,-0.9854908662143033
-0.25594383229329815,0.617679924855332,0.1508329800864647,-0.3233665625991378,1.8135717737333032,0.10781643235291985,1.7223323029957673,4.036559092255525,1.366028125178934,-0.6390974510275245,-0.9854908662143033
-0.25594383229329815,-0.2872054879022762,-0.8454932341925424,-0.3233665625991378,0.5401002070680203,0.10781643235291985,0.06262712871756447,-0.3790228981219219,-1.1785444416674282,-0.0866247174088218,0.9678928150319049
-0.25594383229329815,-0.5888339588214789,0.24140809047546535,-0.3233665625991378,0.5401002070680203,-4.213825564459951,-2.8418569262692905,-1.1818559872814576,0.8062221604727353,-0.4884230691315146,-0.9854908662143033
-0.25594383229329815,-0.8904624297406816,-1.0266434549705437,-0.3233665625991378,-1.3701071429299043,0.10781643235291985,-0.35229916485198626,0.29000467617769116,0.373644824108853,-0.28752389327016825,-0.9854908662143033
-0.25594383229329815,-0.2872054879022762,-0.8454932341925424,-0.3233665625991378,0.5401002070680203,0.10781643235291985,0.06262712871756447,-0.3790228981219219,-0.18616114059734734,-0.28752389327016825,0.9678928150319049
-0.25594383229329815,-0.5888339588214789,0.331983200864466,-0.3233665625991378,-0.09663557626462124,0.10781643235291985,0.8924797158566659,1.0928377653372268,0.373644824108853,-0.38797348120084146,-0.9854908662143033
-0.25594383229329815,-0.5888339588214789,0.331983200864466,-0.3233665625991378,0.5401002070680203,0.10781643235291985,-0.767225458421537,-1.717078046721148,-0.6187384769612277,-0.4884230691315146,-0.9854908662143033
-0.25594383229329815,-0.5888339588214789,0.331983200864466,-0.3233665625991378,-0.09663557626462124,0.10781643235291985,-0.35229916485198626,0.1561991613177685,0.373644824108853,-0.5386478630968512,-0.9854908662143033
2.8217807510336117,0.31605145393612927,-0.5737679030255405,-0.3233665625991378,1.8135717737333032,0.10781643235291985,0.47755342228711517,-1.048050472421535,-0.21160686626580952,-0.4884230691315146,0.9678928150319049
-0.25594383229329815,-0.2872054879022762,-0.8454932341925424,-0.3233665625991378,-0.7333713595972627,0.10781643235291985,-0.35229916485198626,-0.3790228981219219,-0.05893251225502924,-0.38797348120084146,0.9678928150319049
-0.25594383229329815,-0.2872054879022762,-0.8454932341925424,4.614389520263885,-0.7333713595972627,0.10781643235291985,0.47755342228711517,1.360448795057072,-0.6441842026296918,8.150241492906382,0.9678928150319049
-0.25594383229329815,-0.8904624297406816,-1.0266434549705437,-0.3233665625991378,-1.3701071429299043,0.10781643235291985,0.06262712871756447,-0.3790228981219219,0.373644824108853,-0.28752389327016825,-0.9854908662143033
-0.25594383229329815,-0.5888339588214789,0.331983200864466,-0.3233665625991378,0.5401002070680203,0.10781643235291985,-0.35229916485198626,0.6914212207574589,-0.7459671053035459,-0.1368495113741584,-0.9854908662143033
-0.25594383229329815,0.617679924855332,0.42255831125346666,2.1455114788323737,-0.7333713595972627,0.10781643235291985,-0.35229916485198626,0.6914212207574589,-1.7383504063736268,-0.38797348120084146,-0.9854908662143033
-0.25594383229329815,-0.5888339588214789,0.331983200864466,-0.3233665625991378,0.5401002070680203,0.10781643235291985,0.06262712871756447,0.42381019103761375,-0.13526968926041938,-0.28752389327016825,-0.9854908662143033
-0.25594383229329815,-0.8904624297406816,-1.0266434549705437,-0.3233665625991378,-1.3701071429299043,0.10781643235291985,0.47755342228711517,0.9590322504773042,0.24641619576653492,-0.33774868723550483,-0.9854908662143033
-0.25594383229329815,-0.5888339588214789,0.331983200864466,-0.3233665625991378,0.5401002070680203,0.10781643235291985,0.06262712871756447,0.02239364645784591,0.373644824108853,-0.38797348120084146,-0.9854908662143033
-0.25594383229329815,-0.5888339588214789,0.331983200864466,-0.3233665625991378,-0.7333713595972627,0.10781643235291985,0.47755342228711517,0.02239364645784591,0.373644824108853,-0.0866247174088218,-0.9854908662143033
-0.25594383229329815,-0.2872054879022762,-0.8454932341925424,-0.3233665625991378,-0.09663557626462124,0.10781643235291985,0.47755342228711517,0.02239364645784591,-0.18616114059734734,0.11427445845252462,0.9678928150319049
-0.25594383229329815,-0.5888339588214789,0.331983200864466,-0.3233665625991378,0.5401002070680203,0.10781643235291985,0.47755342228711517,-0.6466339278417671,-0.7459671053035459,-0.33774868723550483,-0.9854908662143033
2.8217807510336117,0.31605145393612927,-0.5737679030255405,-0.3233665625991378,-1.3701071429299043,0.10781643235291985,0.31158290485929546,-0.5128284129818446,-0.4660641229504457,-0.4884230691315146,0.9678928150319049
-0.25594383229329815,-0.2872054879022762,0.5131334216424673,2.1455114788323737,-1.3701071429299043,0.10781643235291985,0.06262712871756447,0.02239364645784591,0.9334507888150534,0.9178711618979103,0.9678928150319049
-0.25594383229329815,-0.2872054879022762,-0.8454932341925424,-0.3233665625991378,0.5401002070680203,0.10781643235291985,0.47755342228711517,0.02239364645784591,-0.18616114059734734,-0.43819827516617804,0.9678928150319049
-0.25594383229329815,-0.5888339588214789,-0.9360683445815431,-0.3233665625991378,0.5401002070680203,0.10781643235291985,0.06262712871756447,0.1561991613177685,0.373644824108853,0.11427445845252462,0.31676492128316885
